Name,Role,Company,Rating,Reviews,Price,Country,Bio,Skills,Top Mentor,Quick Responder,Spots Left,url
Michael Harris🇪🇸,Chief Information Officer,,5,6,160,Spain,"I'm Michael, a retired professional based in Spain with a wealth of leadership, industry, coaching, and transformative experience. Over my 30-year car...","Leadership, Business & Management, Neurodivergent, Career Development, Transformation, Public Speaking",No,Yes,,https://mentorcruise.com/mentor/michaelharris/?queryID=56a661a6f74fb43be484bdd51e04c1b1&source=search
Tayo Ososanya,Lead Product Data Scientist,NBrown Group,5,5,70,United Kingdom,"My name is Tayo Ososanya. I am a Data Enthusiast, GCP certified Machine Learning Engineer and Lead Data Scientist at NBrown Group, United Kingdom. I h...","Data Science, Machine Learning, Data Analytics, Python, GCP, API",No,Yes,,https://mentorcruise.com/mentor/tayoososanya/?queryID=56a661a6f74fb43be484bdd51e04c1b1&source=search
Tina Louise🇪🇸,CMO and Lecturer,,5,6,120,Spain,"With both agency and in-house experience, I have over 20 years experience with founders, startups and large organisaitons. If you need help with incre...","Digital Marketing, Online Marketing, Email Marketing, Aso, Mobile Marketing, Mobile Apps",No,Yes,,https://mentorcruise.com/mentor/tinalouise/?queryID=56a661a6f74fb43be484bdd51e04c1b1&source=search
Andrei Panov🇳🇱,Senior Engineering Manager,Booking.com,5,3,200,Netherlands,"With over 13 years of experience in software development and 6 years of leading engineering teams, I am a seasoned and passionate Senior Engineering M...","Engineering Leadership, Team Management, Scaling Teams, Interview Preparation, Engineering Management",No,Yes,,https://mentorcruise.com/mentor/andreipanov/?queryID=56a661a6f74fb43be484bdd51e04c1b1&source=search
Vlad Kampov🇵🇱,Staff UI Engineer,Netflix,5,2,270,Poland,Staff Software Engineer and Engineering Manager with an emphasis on Frontend with 10 years of commercial software development & leadership experience ...,"Typescript, Frontend, React, JavaScript, Software Engineering, Engineering Management",No,Yes,,https://mentorcruise.com/mentor/vladkampov/?queryID=56a661a6f74fb43be484bdd51e04c1b1&source=search
luiz fittipaldi🇪🇸,Global Strategy & Planning Manager,Preply,0,0,40,Spain,🌟 Strategy & Planning Manager| Strategic Expert | Global Project Manager I am a results-oriented Strategy Expert with a passion for driving global pr...,"Business Strategy, Business & Management, Business Model, Finance, Innovation, Product Strategy",No,Yes,,https://mentorcruise.com/mentor/luizfittipaldi/?queryID=56a661a6f74fb43be484bdd51e04c1b1&source=search
Spiros Economakis,Director of ProductOps,Mattermost,0,0,120,Greece,"### Empowering Engineering Leaders in Reliability and Innovation With over a decade of experience leading global teams, driving innovation, and scalin...","Engineering Leadership, Leadership, Mentorship, Coaching, Communication, Career Growth",No,Yes,,https://mentorcruise.com/mentor/spiroseconomakis/?queryID=56a661a6f74fb43be484bdd51e04c1b1&source=search
Ray Bunton,Fractional CTO,,0,0,120,United Kingdom,I am an outcome-driven and technically astute senior programme delivery leader with over 20 years of experience in heavily regulated financial service...,"Agile, Tech, Project Management, Banking, Cloud, Engineering",No,Yes,,https://mentorcruise.com/mentor/raybunton/?queryID=56a661a6f74fb43be484bdd51e04c1b1&source=search
Weqaar Janjua🇮🇪,Systems & Software Engineer,Meta,0,0,360,Ireland,"Hi, I have been serving the global technology industry for 25+ years. Currently employed at Meta and previously Intel Research & Development, Microsof...","Startup, Linux, Software, Cloud Computing, Computer Science, Software Engineering",No,Yes,,https://mentorcruise.com/mentor/weqaarjanjua/?queryID=56a661a6f74fb43be484bdd51e04c1b1&source=search
Juan Cruz Viotti,Founder,Sourcemeta,0,0,200,United Kingdom,"Hey there! I'm an accomplished computer scientist and engineering leader with more than 12 years of experience mostly across early stage startups, and...","Startup, Data, Data Science, Software, Software Engineering, Architecture",No,Yes,,https://mentorcruise.com/mentor/juancruzviotti/?queryID=56a661a6f74fb43be484bdd51e04c1b1&source=search
Mohammad Lone,Sales,Google,0,0,200,United Kingdom,"Want to get into Sales at a company like Google? I'd like to help you achieve that. 5 years in at Google, I've learnt so much- how to navigate the wor...","Public Sp, Sales, Marketing, Career Growth, Career Coaching, Presentation Skills",No,Yes,,https://mentorcruise.com/mentor/mohammadlone/?queryID=56a661a6f74fb43be484bdd51e04c1b1&source=search
Federico Maffini,Global Head of Business Operations & Strategic Programs,Amazon,5,27,150,United Kingdom,">> momentarily only available for one-off sessions << Unlock your potential with a seasoned and multi-faceted leader! Hey, I'm Federico! I have over a...","Strategy, Program Management, Interview, Leadership, Data Analytics, Project Management",No,Yes,,https://mentorcruise.com/mentor/federicomaffini/?queryID=56a661a6f74fb43be484bdd51e04c1b1&source=search
Neeran Gul,Lead SRE,Neeran Gul,5,18,450,United Kingdom,"10+ year industry veteran with experience in working with major cloud providers (AWS, Azure, GCP) and open source contributions to Terraform and Ansib...","Azure, Cloud, Google Cloud, Python, Ansible, Kubernetes",No,Yes,,https://mentorcruise.com/mentor/neerangul/?queryID=704efb117a4ee15dbfd47ee4b9449855&source=search
Jason Aiginitis,Director of Marketing,V2 Cloud,5,43,290,United Kingdom,"🏆 Ranking among the top 1% of mentors! Hi, I’m Jason, a seasoned digital marketing expert with extensive experience to share! Over the past 15+ years...","Digital Marketing, SaaS, Career, Google Ads, Marketing, SEO",No,Yes,,https://mentorcruise.com/mentor/jasonaiginitis/?queryID=704efb117a4ee15dbfd47ee4b9449855&source=search
Rui Gouveia🇵🇹,CEO,Build Up Labs - Startup Incubator,5,23,210,Portugal,"Software engineer, turned entrepreneur, turned startup ecosystem leader, turned mentor. I've been a serial entrepreneur for 20+ years, currently shari...","Entrepreneurship, Validate Idea, Growth Strategy, Marketing Strategy, Investment, Team Culture",No,Yes,,https://mentorcruise.com/mentor/ruigouveia/?queryID=704efb117a4ee15dbfd47ee4b9449855&source=search
Julien Leforestier,Senior User Researcher,Spotify,5,22,300,United Kingdom,"As a senior user researcher with over 15 years of experience running international research projects for global companies such as PlayStation, Spotify...","Research, Ethnographic, Survey, Interviewing Skills, Exploratory Research, Career Skills",No,Yes,,https://mentorcruise.com/mentor/julienleforestier/?queryID=704efb117a4ee15dbfd47ee4b9449855&source=search
Daniel Johnson,Founding Partner,We Scale Startups,5,32,150,United Kingdom,"As an experienced startup mentor and speaker 🎤, I help early-stage founders build scalable, sustainable growth engines. As a growth marketing expert ...","Growth, Growth Strategy, Paid Ads, SEO, Facebook, Google Ads",No,Yes,,https://mentorcruise.com/mentor/danieljohnson/?queryID=704efb117a4ee15dbfd47ee4b9449855&source=search
Jamie Boyle,Strategy and Product Consultant | Former Head of Product | CTO,,5,8,170,United Kingdom,"I have 15 years experience. An Oxford University graduate who went into Software Engineering, then moved into Product Management. I have worked as a r...","Head Of Product, Product Management, Leadership, Data, Product Strategy, Data Analysis",No,Yes,,https://mentorcruise.com/mentor/jamieboyle/?queryID=704efb117a4ee15dbfd47ee4b9449855&source=search
Radoslaw Gasiorek,"Head of Data and Machine Learning, Architect in Cyber Security field","Montrose Software, ex Dell Secureworks",5,11,270,United Kingdom,"Hi, I'm Radoslaw, but you can call me Radek. My background lies in artificial intelligence and machine learning, with a 20+ years of experience as an ...","Artificial Intelligence, Product Development, Cloud Architecture, Software Architecture, Big Data, Technical Leadership",No,Yes,,https://mentorcruise.com/mentor/radoslawgasiorek/?queryID=704efb117a4ee15dbfd47ee4b9449855&source=search
Cristina Gurguta🇷🇴,Data Science Mentor | Blogger | Senior MLOps Lead,HOLCIM,5,10,180,Romania,"I'm an enthusiastic Data Scientist with a solid foundation in software engineering and statistics. I thrive on solving complex problems with data, and...","MLops, Data Science, Machine Learning, Python, SQL, R",No,Yes,,https://mentorcruise.com/mentor/cristinagurguta/?queryID=704efb117a4ee15dbfd47ee4b9449855&source=search
Martin Stadler🇩🇪,Lead Software Engineer and Consultant,,5,8,220,Germany,"I'm a software engineer, team lead, consultant, coach with over 10 years of experience in all kinds of environments/teams (early startup, corporates, ...","Frontend, React, JavaScript, Typescript, Full Stack, Web Development",No,Yes,,https://mentorcruise.com/mentor/martinstadler/?queryID=704efb117a4ee15dbfd47ee4b9449855&source=search
Rich Steinmetz🇪🇸,API & Integrations Engineer,ClickFunnels,5,10,900,Spain,Isn't it tragic that the creative energy of most indie hackers flows into products that never see the delighted faces of their intended users? As a so...,"Ruby, Ruby On Rails, API, Databases, Serverless, AWS",No,Yes,,https://mentorcruise.com/mentor/RichardSteinmetz/?queryID=704efb117a4ee15dbfd47ee4b9449855&source=search
James hamlin,Fractional CMO / Marketing Agency Director,,5,6,180,United Kingdom,"James is a Fractional CMO & Marketing Agency UK Director, husband and father 4 children. based in the UK. James has close to 25 years experience in bu...","Marketing, Digital Marketing, Growth, Strategy, Startup, Marketplaces",No,Yes,,https://mentorcruise.com/mentor/jameshamlin/?queryID=704efb117a4ee15dbfd47ee4b9449855&source=search
Stefan Gruber🇦🇹,CTO,bitmovin,5,5,120,Austria,"Hey, I have been coaching, growing and leading people and teams for over 15 years and this is one of my passions. Talking to mentees and letting them ...","Career Path, Delegation, Engineering Leadership, Scaling Teams, Agile Development, Leadership Coaching",No,Yes,,https://mentorcruise.com/mentor/stefangruber/?queryID=704efb117a4ee15dbfd47ee4b9449855&source=search
Omid Reza Izadi🇩🇪,Senior Game Programmer,The Sandbox,5,4,600,Germany,"Hey there! I'm Omid, a Senior Game Programmer at The Sandbox, a massive online gaming platform with tons of players! I've been developing games for ov...","C#, Game Development, Unity, Mobile Game Development, Gameplay Programming, REST",No,Yes,,https://mentorcruise.com/mentor/omidrezaizadi/?queryID=32df8cdda8c85ce4bce16f1a965d1ef0&source=search
Mariela Whaley,Engineering Manager,Otta,5,4,100,United Kingdom,Hey! 😊 I'm an Engineering Manager and love the intersection between Tech and People. I've been an engineer myself and have worked in small start-ups ...,"Engineering Management, Software Engineering, Engineering Leadership, Project Management, Management, Agile Development",No,Yes,,https://mentorcruise.com/mentor/marielawhaley/?queryID=32df8cdda8c85ce4bce16f1a965d1ef0&source=search
Dr. Inna Armstrong🇦🇹,Executive Strategic Advisor & Chief Marketing Officer (CMO)/ TEDx Speaker,,5,5,90,Austria,Strategic Business and Marketing Advisor to Founders and CEOs I'm passionate about helping CEOs navigate the ever-evolving business landscape and unlo...,"Marketing, Digital Marketing, Growth Marketing, Strategy, Marketing Strategy, Business Strategy",No,Yes,,https://mentorcruise.com/mentor/drinnaarmstrong/?queryID=32df8cdda8c85ce4bce16f1a965d1ef0&source=search
Saeed Salehi🇳🇱,Senior Software Engineer,RTL,5,5,150,Netherlands,"Hey there, fellow tech enthusiasts! I'm Saeed, a software engineer extraordinaire with a knack for turning coffee into code. With over 10 years of exp...",".NET, Microservices, Software Architecture, Domain Driven Design, Software Engineering, Functional Programming",No,Yes,,https://mentorcruise.com/mentor/saeedsalehi/?queryID=32df8cdda8c85ce4bce16f1a965d1ef0&source=search
Niko Schröer🇩🇪,Head of Partnerships,Stripe | Ex-Google | Ex-adidas,5,3,300,Germany,"Let me help you build a career and life that you are happy to wake up to every day! Great to meet you. I'm Niko, an ambitious tech professional, passi...","Partnerships, Career Growth, Career Development, Career, Business Development, Business Strategy",No,Yes,,https://mentorcruise.com/mentor/nikoschroer/?queryID=32df8cdda8c85ce4bce16f1a965d1ef0&source=search
Marcin Walas🇵🇱,Director of Engineering,Mews,5,3,80,Poland,Experienced R&D leader with a passion for SaaS and building high performance cross functional teams. Managed teams of size 40+ distributed via sub tea...,"Software Engineering, Engineering Management, Management, Product Management, Product Development, Product Strategy",No,Yes,,https://mentorcruise.com/mentor/marcinwalas/?queryID=32df8cdda8c85ce4bce16f1a965d1ef0&source=search
Dimitris Gkizanis,Application Security Lead,British Airways,5,2,270,United Kingdom,Hello everyone! My name is Dimitris and I am a Cyber Security Specialist. My experience lies within most security domains ranging from SecOps to Penet...,"Cyber Security, Penetration Testing, Application Security, DevSecOps, GRC, Networking",No,Yes,,https://mentorcruise.com/mentor/dimitrisgkizanis/?queryID=32df8cdda8c85ce4bce16f1a965d1ef0&source=search
Gus De Silva Wheeler,Product Lead | B2B | Fintech,,5,1,110,United Kingdom,I’ve learnt a lot of hard won lessons in B2B product at early stage startups and have seen many of the same challenges over and over again. I’d love t...,"Product Strategy, Product Discovery, B2B, Product Management, Roadmapping, User Research",No,Yes,,https://mentorcruise.com/mentor/gusdesilvawheeler/?queryID=32df8cdda8c85ce4bce16f1a965d1ef0&source=search
Seda Elibol🇩🇪,Senior Product Manager,N26,5,5,150,Germany,"Hello, mentees!👋 I’m a Product Manager based in Berlin. Throughout my career, I worked on an HR platform where I learned to build modules from scratc...","Product Management, Product Strategy, User Research, Career Coaching, Career Growth, Career Development",No,Yes,,https://mentorcruise.com/mentor/sedaelibol/?queryID=32df8cdda8c85ce4bce16f1a965d1ef0&source=search
